Cost 3071
Edges 3071
E 22 86
E 86 1110
E 1110 3158
E 86 598
E 598 2646
E 598 1622
E 86 342
E 342 2390
E 342 1366
E 342 854
E 854 1878
E 1878 3926
E 86 214
E 214 2262
E 214 1238
E 214 726
E 726 1750
E 1750 3798
E 214 470
E 470 1494
E 1494 3542
E 470 982
E 982 3030
E 982 2006
E 22 54
E 54 1078
E 1078 3126
E 54 566
E 566 2614
E 566 1590
E 54 310
E 310 2358
E 310 1334
E 310 822
E 822 1846
E 1846 3894
E 54 182
E 182 2230
E 182 1206
E 182 694
E 694 1718
E 1718 3766
E 182 438
E 438 1462
E 1462 3510
E 438 950
E 950 2998
E 950 1974
E 54 118
E 118 2166
E 118 1142
E 118 630
E 630 1654
E 1654 3702
E 118 374
E 374 1398
E 1398 3446
E 374 886
E 886 2934
E 886 1910
E 118 246
E 246 1270
E 1270 3318
E 246 758
E 758 2806
E 758 1782
E 246 502
E 502 2550
E 502 1526
E 502 1014
E 1014 2038
E 2038 4086
E 6 14
E 14 2062
E 14 1038
E 14 526
E 526 1550
E 1550 3598
E 14 270
E 270 1294
E 1294 3342
E 270 782
E 782 2830
E 782 1806
E 14 142
E 142 1166
E 1166 3214
E 142 654
E 654 2702
E 654 1678
E 142 398
E 398 2446
E 398 1422
E 398 910
E 910 1934
E 1934 3982
E 14 78
E 78 1102
E 1102 3150
E 78 590
E 590 2638
E 590 1614
E 78 334
E 334 2382
E 334 1358
E 334 846
E 846 1870
E 1870 3918
E 78 206
E 206 2254
E 206 1230
E 206 718
E 718 1742
E 1742 3790
E 206 462
E 462 1486
E 1486 3534
E 462 974
E 974 3022
E 974 1998
E 14 46
E 46 1070
E 1070 3118
E 46 558
E 558 2606
E 558 1582
E 46 302
E 302 2350
E 302 1326
E 302 814
E 814 1838
E 1838 3886
E 46 174
E 174 2222
E 174 1198
E 174 686
E 686 1710
E 1710 3758
E 174 430
E 430 1454
E 1454 3502
E 430 942
E 942 2990
E 942 1966
E 46 110
E 110 2158
E 110 1134
E 110 622
E 622 1646
E 1646 3694
E 110 366
E 366 1390
E 1390 3438
E 366 878
E 878 2926
E 878 1902
E 110 238
E 238 1262
E 1262 3310
E 238 750
E 750 2798
E 750 1774
E 238 494
E 494 2542
E 494 1518
E 494 1006
E 1006 2030
E 2030 4078
E 14 30
E 30 1054
E 1054 3102
E 30 542
E 542 2590
E 542 1566
E 30 286
E 286 2334
E 286 1310
E 286 798
E 798 1822
E 1822 3870
E 30 158
E 158 2206
E 158 1182
E 158 670
E 670 1694
E 1694 3742
E 158 414
E 414 1438
E 1438 3486
E 414 926
E 926 2974
E 926 1950
E 30 94
E 94 2142
E 94 1118
E 94 606
E 606 1630
E 1630 3678
E 94 350
E 350 1374
E 1374 3422
E 350 862
E 862 2910
E 862 1886
E 94 222
E 222 1246
E 1246 3294
E 222 734
E 734 2782
E 734 1758
E 222 478
E 478 2526
E 478 1502
E 478 990
E 990 2014
E 2014 4062
E 30 62
E 62 2110
E 62 1086
E 62 574
E 574 1598
E 1598 3646
E 62 318
E 318 1342
E 1342 3390
E 318 830
E 830 2878
E 830 1854
E 62 190
E 190 1214
E 1214 3262
E 190 702
E 702 2750
E 702 1726
E 190 446
E 446 2494
E 446 1470
E 446 958
E 958 1982
E 1982 4030
E 62 126
E 126 1150
E 1150 3198
E 126 638
E 638 2686
E 638 1662
E 126 382
E 382 2430
E 382 1406
E 382 894
E 894 1918
E 1918 3966
E 126 254
E 254 2302
E 254 1278
E 254 766
E 766 1790
E 1790 3838
E 254 510
E 510 1534
E 1534 3582
E 510 1022
E 1022 3070
E 1022 2046
E 2 4
E 4 1028
E 1028 3076
E 4 516
E 516 2564
E 516 1540
E 4 260
E 260 2308
E 260 1284
E 260 772
E 772 1796
E 1796 3844
E 4 132
E 132 2180
E 132 1156
E 132 644
E 644 1668
E 1668 3716
E 132 388
E 388 1412
E 1412 3460
E 388 900
E 900 2948
E 900 1924
E 4 68
E 68 2116
E 68 1092
E 68 580
E 580 1604
E 1604 3652
E 68 324
E 324 1348
E 1348 3396
E 324 836
E 836 2884
E 836 1860
E 68 196
E 196 1220
E 1220 3268
E 196 708
E 708 2756
E 708 1732
E 196 452
E 452 2500
E 452 1476
E 452 964
E 964 1988
E 1988 4036
E 4 36
E 36 2084
E 36 1060
E 36 548
E 548 1572
E 1572 3620
E 36 292
E 292 1316
E 1316 3364
E 292 804
E 804 2852
E 804 1828
E 36 164
E 164 1188
E 1188 3236
E 164 676
E 676 2724
E 676 1700
E 164 420
E 420 2468
E 420 1444
E 420 932
E 932 1956
E 1956 4004
E 36 100
E 100 1124
E 1124 3172
E 100 612
E 612 2660
E 612 1636
E 100 356
E 356 2404
E 356 1380
E 356 868
E 868 1892
E 1892 3940
E 100 228
E 228 2276
E 228 1252
E 228 740
E 740 1764
E 1764 3812
E 228 484
E 484 1508
E 1508 3556
E 484 996
E 996 3044
E 996 2020
E 4 20
E 20 2068
E 20 1044
E 20 532
E 532 1556
E 1556 3604
E 20 276
E 276 1300
E 1300 3348
E 276 788
E 788 2836
E 788 1812
E 20 148
E 148 1172
E 1172 3220
E 148 660
E 660 2708
E 660 1684
E 148 404
E 404 2452
E 404 1428
E 404 916
E 916 1940
E 1940 3988
E 20 84
E 84 1108
E 1108 3156
E 84 596
E 596 2644
E 596 1620
E 84 340
E 340 2388
E 340 1364
E 340 852
E 852 1876
E 1876 3924
E 84 212
E 212 2260
E 212 1236
E 212 724
E 724 1748
E 1748 3796
E 212 468
E 468 1492
E 1492 3540
E 468 980
E 980 3028
E 980 2004
E 20 52
E 52 1076
E 1076 3124
E 52 564
E 564 2612
E 564 1588
E 52 308
E 308 2356
E 308 1332
E 308 820
E 820 1844
E 1844 3892
E 52 180
E 180 2228
E 180 1204
E 180 692
E 692 1716
E 1716 3764
E 180 436
E 436 1460
E 1460 3508
E 436 948
E 948 2996
E 948 1972
E 52 116
E 116 2164
E 116 1140
E 116 628
E 628 1652
E 1652 3700
E 116 372
E 372 1396
E 1396 3444
E 372 884
E 884 2932
E 884 1908
E 116 244
E 244 1268
E 1268 3316
E 244 756
E 756 2804
E 756 1780
E 244 500
E 500 2548
E 500 1524
E 500 1012
E 1012 2036
E 2036 4084
E 4 12
E 12 2060
E 12 1036
E 12 524
E 524 1548
E 1548 3596
E 12 268
E 268 1292
E 1292 3340
E 268 780
E 780 2828
E 780 1804
E 12 140
E 140 1164
E 1164 3212
E 140 652
E 652 2700
E 652 1676
E 140 396
E 396 2444
E 396 1420
E 396 908
E 908 1932
E 1932 3980
E 12 76
E 76 1100
E 1100 3148
E 76 588
E 588 2636
E 588 1612
E 76 332
E 332 2380
E 332 1356
E 332 844
E 844 1868
E 1868 3916
E 76 204
E 204 2252
E 204 1228
E 204 716
E 716 1740
E 1740 3788
E 204 460
E 460 1484
E 1484 3532
E 460 972
E 972 3020
E 972 1996
E 12 44
E 44 1068
E 1068 3116
E 44 556
E 556 2604
E 556 1580
E 44 300
E 300 2348
E 300 1324
E 300 812
E 812 1836
E 1836 3884
E 44 172
E 172 2220
E 172 1196
E 172 684
E 684 1708
E 1708 3756
E 172 428
E 428 1452
E 1452 3500
E 428 940
E 940 2988
E 940 1964
E 44 108
E 108 2156
E 108 1132
E 108 620
E 620 1644
E 1644 3692
E 108 364
E 364 1388
E 1388 3436
E 364 876
E 876 2924
E 876 1900
E 108 236
E 236 1260
E 1260 3308
E 236 748
E 748 2796
E 748 1772
E 236 492
E 492 2540
E 492 1516
E 492 1004
E 1004 2028
E 2028 4076
E 12 28
E 28 1052
E 1052 3100
E 28 540
E 540 2588
E 540 1564
E 28 284
E 284 2332
E 284 1308
E 284 796
E 796 1820
E 1820 3868
E 28 156
E 156 2204
E 156 1180
E 156 668
E 668 1692
E 1692 3740
E 156 412
E 412 1436
E 1436 3484
E 412 924
E 924 2972
E 924 1948
E 28 92
E 92 2140
E 92 1116
E 92 604
E 604 1628
E 1628 3676
E 92 348
E 348 1372
E 1372 3420
E 348 860
E 860 2908
E 860 1884
E 92 220
E 220 1244
E 1244 3292
E 220 732
E 732 2780
E 732 1756
E 220 476
E 476 2524
E 476 1500
E 476 988
E 988 2012
E 2012 4060
E 28 60
E 60 2108
E 60 1084
E 60 572
E 572 1596
E 1596 3644
E 60 316
E 316 1340
E 1340 3388
E 316 828
E 828 2876
E 828 1852
E 60 188
E 188 1212
E 1212 3260
E 188 700
E 700 2748
E 700 1724
E 188 444
E 444 2492
E 444 1468
E 444 956
E 956 1980
E 1980 4028
E 60 124
E 124 1148
E 1148 3196
E 124 636
E 636 2684
E 636 1660
E 124 380
E 380 2428
E 380 1404
E 380 892
E 892 1916
E 1916 3964
E 124 252
E 252 2300
E 252 1276
E 252 764
E 764 1788
E 1788 3836
E 252 508
E 508 1532
E 1532 3580
E 508 1020
E 1020 3068
E 1020 2044
E 4 8
E 8 2056
E 8 1032
E 8 520
E 520 1544
E 1544 3592
E 8 264
E 264 1288
E 1288 3336
E 264 776
E 776 2824
E 776 1800
E 8 136
E 136 1160
E 1160 3208
E 136 648
E 648 2696
E 648 1672
E 136 392
E 392 2440
E 392 1416
E 392 904
E 904 1928
E 1928 3976
E 8 72
E 72 1096
E 1096 3144
E 72 584
E 584 2632
E 584 1608
E 72 328
E 328 2376
E 328 1352
E 328 840
E 840 1864
E 1864 3912
E 72 200
E 200 2248
E 200 1224
E 200 712
E 712 1736
E 1736 3784
E 200 456
E 456 1480
E 1480 3528
E 456 968
E 968 3016
E 968 1992
E 8 40
E 40 1064
E 1064 3112
E 40 552
E 552 2600
E 552 1576
E 40 296
E 296 2344
E 296 1320
E 296 808
E 808 1832
E 1832 3880
E 40 168
E 168 2216
E 168 1192
E 168 680
E 680 1704
E 1704 3752
E 168 424
E 424 1448
E 1448 3496
E 424 936
E 936 2984
E 936 1960
E 40 104
E 104 2152
E 104 1128
E 104 616
E 616 1640
E 1640 3688
E 104 360
E 360 1384
E 1384 3432
E 360 872
E 872 2920
E 872 1896
E 104 232
E 232 1256
E 1256 3304
E 232 744
E 744 2792
E 744 1768
E 232 488
E 488 2536
E 488 1512
E 488 1000
E 1000 2024
E 2024 4072
E 8 24
E 24 1048
E 1048 3096
E 24 536
E 536 2584
E 536 1560
E 24 280
E 280 2328
E 280 1304
E 280 792
E 792 1816
E 1816 3864
E 24 152
E 152 2200
E 152 1176
E 152 664
E 664 1688
E 1688 3736
E 152 408
E 408 1432
E 1432 3480
E 408 920
E 920 2968
E 920 1944
E 24 88
E 88 2136
E 88 1112
E 88 600
E 600 1624
E 1624 3672
E 88 344
E 344 1368
E 1368 3416
E 344 856
E 856 2904
E 856 1880
E 88 216
E 216 1240
E 1240 3288
E 216 728
E 728 2776
E 728 1752
E 216 472
E 472 2520
E 472 1496
E 472 984
E 984 2008
E 2008 4056
E 24 56
E 56 2104
E 56 1080
E 56 568
E 568 1592
E 1592 3640
E 56 312
E 312 1336
E 1336 3384
E 312 824
E 824 2872
E 824 1848
E 56 184
E 184 1208
E 1208 3256
E 184 696
E 696 2744
E 696 1720
E 184 440
E 440 2488
E 440 1464
E 440 952
E 952 1976
E 1976 4024
E 56 120
E 120 1144
E 1144 3192
E 120 632
E 632 2680
E 632 1656
E 120 376
E 376 2424
E 376 1400
E 376 888
E 888 1912
E 1912 3960
E 120 248
E 248 2296
E 248 1272
E 248 760
E 760 1784
E 1784 3832
E 248 504
E 504 1528
E 1528 3576
E 504 1016
E 1016 3064
E 1016 2040
E 8 16
E 16 1040
E 1040 3088
E 16 528
E 528 2576
E 528 1552
E 16 272
E 272 2320
E 272 1296
E 272 784
E 784 1808
E 1808 3856
E 16 144
E 144 2192
E 144 1168
E 144 656
E 656 1680
E 1680 3728
E 144 400
E 400 1424
E 1424 3472
E 400 912
E 912 2960
E 912 1936
E 16 80
E 80 2128
E 80 1104
E 80 592
E 592 1616
E 1616 3664
E 80 336
E 336 1360
E 1360 3408
E 336 848
E 848 2896
E 848 1872
E 80 208
E 208 1232
E 1232 3280
E 208 720
E 720 2768
E 720 1744
E 208 464
E 464 2512
E 464 1488
E 464 976
E 976 2000
E 2000 4048
E 16 48
E 48 2096
E 48 1072
E 48 560
E 560 1584
E 1584 3632
E 48 304
E 304 1328
E 1328 3376
E 304 816
E 816 2864
E 816 1840
E 48 176
E 176 1200
E 1200 3248
E 176 688
E 688 2736
E 688 1712
E 176 432
E 432 2480
E 432 1456
E 432 944
E 944 1968
E 1968 4016
E 48 112
E 112 1136
E 1136 3184
E 112 624
E 624 2672
E 624 1648
E 112 368
E 368 2416
E 368 1392
E 368 880
E 880 1904
E 1904 3952
E 112 240
E 240 2288
E 240 1264
E 240 752
E 752 1776
E 1776 3824
E 240 496
E 496 1520
E 1520 3568
E 496 1008
E 1008 3056
E 1008 2032
E 16 32
E 32 2080
E 32 1056
E 32 544
E 544 1568
E 1568 3616
E 32 288
E 288 1312
E 1312 3360
E 288 800
E 800 2848
E 800 1824
E 32 160
E 160 1184
E 1184 3232
E 160 672
E 672 2720
E 672 1696
E 160 416
E 416 2464
E 416 1440
E 416 928
E 928 1952
E 1952 4000
E 32 96
E 96 1120
E 1120 3168
E 96 608
E 608 2656
E 608 1632
E 96 352
E 352 2400
E 352 1376
E 352 864
E 864 1888
E 1888 3936
E 96 224
E 224 2272
E 224 1248
E 224 736
E 736 1760
E 1760 3808
E 224 480
E 480 1504
E 1504 3552
E 480 992
E 992 3040
E 992 2016
E 32 64
E 64 1088
E 1088 3136
E 64 576
E 576 2624
E 576 1600
E 64 320
E 320 2368
E 320 1344
E 320 832
E 832 1856
E 1856 3904
E 64 192
E 192 2240
E 192 1216
E 192 704
E 704 1728
E 1728 3776
E 192 448
E 448 1472
E 1472 3520
E 448 960
E 960 3008
E 960 1984
E 64 128
E 128 2176
E 128 1152
E 128 640
E 640 1664
E 1664 3712
E 128 384
E 384 1408
E 1408 3456
E 384 896
E 896 2944
E 896 1920
E 128 256
E 256 1280
E 1280 3328
E 256 768
E 768 2816
E 768 1792
E 256 512
E 512 2560
E 512 1536
E 512 1024
E 1024 2048
E 2048 4096
